id,name,address,year,agency,amount
873,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-1986",2012,DFTA,3750.0
874,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-1986",2012,DFTA,5000.0
875,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-1986",2012,DFTA,5000.0
876,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-1986",2012,DFTA,6000.0
877,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-2035",2013,DFTA,3750.0
878,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-2035",2013,DFTA,5000.0
879,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-2035",2013,DFTA,5000.0
880,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-2035",2013,DFTA,2350.0
881,"Queensboro Council for Social Welfare, Inc.","2740 Hoyt Ave S Astoria, NY 11102",2013,HPD,13114.0
882,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-2035",2013,OCJC,3000.0
883,"Queensboro Council for Social Welfare, Inc.","221-10 Jamaica Avenue, Suite 107 Queens Village, NY 11428",2013,OCJC,31250.0
884,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-2035",2013,OCJC,5000.0
885,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-2035",2013,OCJC,3000.0
886,"Queensboro Council for Social Welfare, Inc.","27-40 Hoyt Avenue South Astoria, NY 11102-2035",2013,OCJC,5000.0
887,"Recreation Rooms and Settlement, Inc.","715 East 105th Street Brooklyn, NY 11236",2010,DFTA,6100.48
888,"Recreation Rooms and Settlement, Inc.","715 East 105th Street Brooklyn, NY 11236",2010,DFTA,6100.48
889,St. George's Episcopal Church,"800 Marcy Ave. Brooklyn, NY 11216",2011,DOHMH,6400.0
890,St. George's Episcopal Church,"800 Marcy Ave. Brooklyn, NY 11216",2012,DOHMH,6400.0
891,St. Francis of Assisi Roman Catholic Church,"21-17 45th Street Astoria, NY 11105",2011,DYCD,6000.0
892,St. Francis of Assisi Roman Catholic Church,"21-17 45th Street Astoria, NY 11105",2011,DYCD,10000.0
893,St. Francis of Assisi Roman Catholic Church,"21-17 45 Street Astoria, NY 11105",2012,DYCD,0.0
894,St. Francis of Assisi Roman Catholic Church,"21-17 45 Street Astoria, NY 11105",2012,DYCD,3500.0
895,St. Francis of Assisi Roman Catholic Church,"2117 45 Street Astoria, NY 11105",2013,DYCD,10000.0
896,Brooks Memorial United Methodist Church,"143-22 109th Avenue Jamaica, NY 11435",2010,DFTA,6100.48
897,Brooks Memorial United Methodist Church,"143-22 109th Avenue Jamaica, NY 11435",2011,DYCD,10000.0
898,Brooks Memorial United Methodist Church,"143-22 109th Avenue Jamaica, NY 11435",2011,DYCD,17000.0
899,Brooks Memorial United Methodist Church,"143 - 22 109 Avenue Jamaica, NY 11435",2012,DYCD,0.0
900,Brooks Memorial United Methodist Church,"143 - 22 109 Avenue Jamaica, NY 11435",2012,DYCD,7000.0
901,Brooks Memorial United Methodist Church,"143 - 22 109 Avenue Jamaica, NY 11435",2013,DFTA,10000.0
902,Brooks Memorial United Methodist Church,"143 - 22 109 Avenue Jamaica, NY 11435",2013,DYCD,10000.0
903,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DFTA,1000.0
904,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DFTA,5000.0
905,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DOHMH,5000.0
906,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DOHMH,10000.0
907,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DOHMH,20000.0
908,Lutheran Family Health Center's Family Support Center,"150 55th Street Brooklyn, NY 11220",2011,MISC,21875.0
909,Lutheran Family Health Center's Family Support Center,"150 55th Street Brooklyn, NY 11220",2011,DYCD,30952.38
910,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DFTA,66769.0
911,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DFTA,1000.0
912,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DFTA,1000.0
913,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220",2011,DFTA,1000.0
914,Lutheran Family Health Center's Family Support Center,"6025 Sixth Ave Brooklyn, NY 11220",2012,MISC,21875.0
915,Lutheran Family Health Center's Family Support Center,"150-55th Street Brooklyn, NY 11220-2559",2012,DFTA,3000.0
916,Lutheran Family Health Center's Family Support Center,"150-55th Street Brooklyn, NY 11220-2559",2012,DOHMH,15000.0
917,Lutheran Family Health Center's Family Support Center,"150 55th Street Brooklyn, NY 11220",2012,DYCD,30000.0
918,Lutheran Medical Center,"150-55th Street Brooklyn, NY 11220-2559",2012,DOHMH,25000.0
919,Lutheran Medical Center,,2012,DOHMH,267758.0
920,Lutheran Medical Center - Shore Hill Housing Senior Center,,2012,DFTA,70000.0
921,Lutheran Family Health Center's Family Support Center,"150-55th Street Station 20 Brooklyn, NY 11220-2559",2013,DFTA,4000.0
922,Lutheran Family Health Center's Family Support Center,"150 55th Street Station 20 Brooklyn, NY 11220-2559 ",2013,DOHMH,12000.0
923,Lutheran Medical Center,"150 55th Street Station 20 Brooklyn, NY",2013,DOHMH,15000.0
924,Lutheran Medical Center,"Brooklyn, Brooklyn ",2013,DOHMH,268000.0
925,Lutheran Family Health Center's Family Support Center,"6025 Sixth Ave Brooklyn, NY 11220",2013,OCJC,21875.0
926,Good Shepherd Sports Program,"1950 Batchelder Street Brooklyn, NY 11229",2011,DYCD,3000.0
927,Good Shepherd Sports Program,"1950 Batchelder Street Brooklyn, NY 11229",2012,DYCD,3000.0
928,Good Shepherd Sports Program,"1950 Batchelder Street Brooklyn, NY 11229",2013,DYCD,3500.0
929,Roman Catholic Church of St Leo,"104-05 49th Ave Corona, NY 11368",2013,DYCD,3000.0
930,Temple Sholom of Flatbush,"2075 East 64th Street Brooklyn, NY 11234",2011,DYCD,5000.0
931,Temple Sholom of Flatbush,"2075 East 68th Street Brooklyn, NY 11234",2012,DYCD,5000.0
932,Temple Sholom of Flatbush,,2013,DYCD,5000.0
933,Amercian Legion - Daniel M OConnell Post 272,"333 Beach 90th Street Rockaway Beach, NY 11693",2013,DYCD,20000.0
934,St. Fidelis Roman Catholic Church,"123-06 14th Avenue College Point, NY 11356",2011,DYCD,3500.0
935,St. Fidelis Roman Catholic Church,"123-06 14th Avenue College Point, NY 11356",2011,DYCD,5000.0
936,St. Fidelis Roman Catholic Church,"123-06 14th Avenue College Point, NY 11356",2012,DYCD,5000.0
937,Brooklyn Public Library,,2011,BPL,10075806.0
938,Brooklyn Public Library,"Grand Army Plaza Brooklyn, NY 11238",2009,BPL,4413000.0
939,Brooklyn Public Library,"10 Grand Army Plaza Brooklyn, NY 11238",2012,BPL,2000.0
940,Brooklyn Public Library,"Carroll Gardens Library Brooklyn, NY 11231",2013,BPL,3500.0
941,Brooklyn College at the City University of New York,"2900 Bedford Avenue Brooklyn, NY 11210",2009,CUNY,10000.0
942,Brooklyn College at the City University of New York,"2900 Bedford Avenue Brooklyn, NY 11210",2011,CUNY,25000.0
943,Brooklyn College at the City University of New York,"2900 Bedford Avenue Brooklyn, NY 11210",2011,CUNY,5000.0
944,Brooklyn College at the City University of New York,"2900 Bedford Avenue Brooklyn, NY 11210",2011,CUNY,10000.0
945,Brooklyn College at the City University of New York,"2900 Bedford Avenue Brooklyn, NY 11210",2011,CUNY,10000.0
946,Brooklyn College at the City University of New York,"2900 Bedford Avenue Brooklyn, NY 11210",2012,CUNY,3500.0
947,Brooklyn College at the City University of New York,"2900 Bedford Ave Brooklyn, NY 11210",2012,CUNY,6000.0
948,Institute for Retirees in Pursuit of Education,"2900 Bedford Avenue Brooklyn, NY 11210-2889",2012,DFTA,15000.0
949,St. Rafael's Sports Association,"35-20 Greenpoint Avenue Long Island City, NY 11101",2011,DYCD,3500.0
950,St. Rafael's Sports Association,"35-20 Greenpoint Avenue Long Island City, NY 11101-2508",2012,DYCD,3500.0
951,St. Rafael's Sports Association,"35-20 Greenpoint Avenue Long Island City, NY 11101-2508",2012,DYCD,2500.0
952,St. Rafael's Sports Association,"35-20 Greenpoint Avenue Long Island City, NY 11101-2508",2013,DYCD,5000.0
953,Young Israel of Kew Gardens Hills,"150-05 70th Road Flushing, NY 11367",2011,DYCD,7214.0
954,Young Israel of Kew Gardens Hills,"150-05 70th Road Flushing, NY 11367",2012,DYCD,10000.0
955,Young Israel of Kew Gardens Hills,"150-05 70th Road Flushing, NY 11367",2013,DYCD,10000.0
956,Utopia Jewish Center,"6441 Utopia Parkway, #1 Flushing, NY 11365",2011,DFTA,8000.0
957,"United Community Centers, Inc.",,2011,DOHMH,15170.06
958,"United Community Centers, Inc.","613 New Lots Avenue Brooklyn, NY 11207",2011,DOHMH,8437.0
959,"United Community Centers, Inc.","613 New Lots Avenue Brooklyn, NY 11207",2011,DOHMH,10000.0
960,"United Community Centers, Inc.","613 New Lots Avenue Brooklyn, NY 11207",2012,DOHMH,10000.0
961,"United Community Centers, Inc.",,2012,DOHMH,9175.0
962,"United Community Centers, inc.",,2012,DYCD,25000.0
963,"United Community Centers, Inc.","613 New Lots Avenue Brooklyn, NY 11207",2013,DYCD,10000.0
964,Mary Queen of Heaven,"1395 East 56th Street Brooklyn, NY 11234",2010,DYCD,5000.0
965,Mary Queen of Heaven,"1395 East 56th Street Brooklyn, NY 11234",2011,DYCD,3000.0
966,Mary Queen of Heaven,"1395 East 56th Street Brooklyn, NY 11234",2011,DYCD,5000.0
967,Mary Queen of Heaven,"1395 East 56th Street Brooklyn, NY 11234",2012,DYCD,3000.0
968,Mary Queen of Heaven,"1395 East 56th Street Brooklyn, NY 11234",2012,DYCD,5000.0
969,Mary Queen of Heaven,"1395 East 56th Street Brooklyn, NY 11234",2013,DFTA,10000.0
970,Mary Queen of Heaven,"1395 East 56th Street Brooklyn, NY 11234",2013,DYCD,3500.0
971,St. Pancras Catholic Youth Organization,"69-16 66th Street Glendale, NY 11385",2011,DYCD,3000.0
972,St. Luke's Roman Catholic Church,"16-34 Clintonville Street Whitestone, NY 11357",2011,DFTA,4000.0
973,St. Luke's Roman Catholic Church,"16-34 Clintonville Street Whitestone, NY 11357",2011,DYCD,5000.0
974,St. Luke's Roman Catholic Church,"16-34 Clintonville Street Whitestone, NY 11357",2012,DFTA,3500.0
975,St. Luke's Roman Catholic Church,"16-34 Clintonville Street Whitestone, NY 11357",2012,DYCD,5000.0
976,St. Luke's Roman Catholic Church,"16-34 Clintonville Street Whitestone, NY 11357",2013,DFTA,3500.0
977,St. Luke's Roman Catholic Church,"16-34 Clintonville Street Whitestone, NY 11357",2013,DYCD,4000.0
978,Yeshiva Beth Hillel of Krasna,"1371 42nd Street Brooklyn, NY 11219",2011,DYCD,2500.0
979,Yeshiva Beth Hillel of Krasna,"1371 42nd Street Brooklyn, NY 11219",2011,DYCD,5000.0
980,Yeshiva Beth Hillel of Krasna,"1371 42nd Street Brooklyn, NY 11219",2012,DYCD,10000.0
981,Brown Memorial Baptist Church,"484 Washington Avenue Brooklyn, NY 11238",2011,DFTA,6000.0
982,Brown Memorial Baptist Church,"484 Washington Avenue Brooklyn, NY 11238",2011,DYCD,24714.0
983,Brown Memorial Baptist Church,"484 Washington Avenue Brooklyn, NY 11238",2011,DOHMH,6400.0
984,Brown Memorial Baptist Church,"484 Washington Avenue Brooklyn, NY 11238",2012,DOHMH,6400.0
985,"South Queens Boys and Girls Club, Inc.",,2010,DYCD,75400.0
986,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Avenue Richmond Hill, NY 11419",2011,DYCD,3500.0
987,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Avenue Richmond Hill, NY 11419",2011,DYCD,5714.0
988,"South Queens Boys and Girls Club, Inc.","110-04 Altantic Avenue Richmond Hill, NY 11581",2011,DYCD,50000.0
989,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Avenue Richmond Hill, NY 11419",2011,DYCD,60000.0
990,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Avenue Richmond Hill, NY 11419",2011,DYCD,64000.0
991,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Avenue Richmond Hill, NY 11419",2011,DYCD,6000.0
992,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,3500.0
993,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,5000.0
994,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,60000.0
995,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,3500.0
996,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,50000.0
997,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,5714.0
998,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Avenue Richmond Hill, NY 11419",2012,DYCD,50000.0
999,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,500.0
1000,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,3000.0
1001,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2012,DYCD,3500.0
1002,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2013,DYCD,3500.0
1003,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419 ",2013,DYCD,60000.0
1004,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2013,DYCD,13500.0
1005,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2013,DYCD,50000.0
1006,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2013,DYCD,3500.0
1007,"South Queens Boys and Girls Club, Inc.","110-04 Atlantic Ave Richmond Hill, NY 11419",2013,DYCD,6714.0
1008,Grace Lutheran Church,"100-05 Springfield Boulevard Queens Village, NY 11429 ",2012,DYCD,5000.0
1009,Grace Lutheran Church,"100-05 Springfield Blvd Queens Village, NY 11429",2013,DYCD,5000.0
1010,Flatbush Park Jewish Center,"6363 Avenue U Brooklyn, NY 11234",2011,DFTA,3000.0
1011,Flatbush Park Jewish Center,"6363 Avenue U Brooklyn, NY 11234",2011,DYCD,3500.0
1012,Flatbush Park Jewish Center,"6363 Avenue U Brooklyn, NY 11234",2012,DYCD,3500.0
1013,Flatbush Park Jewish Center,"6363 Avenue U Brooklyn, NY 11234",2013,DYCD,3500.0
1014,Youth Service league Inc.,"181 A 29th Street Brooklyn, NY 11232",2012,DYCD,15000.0
1015,Youth Service League Inc.,"181A 29th Street Brooklyn, NY 11232",2013,DYCD,15000.0
1016,Youth Service League Inc.,"181A 29th Street Brooklyn, NY 11232",2013,DYCD,15000.0
1017,St. Stanislaus Athletic Association,"61-58 Grand Avenue Maspeth, NY 11378",2011,DYCD,7500.0
1018,St. Stanislaus Athletic Association,"61-58 Grand Avenue Maspeth, NY 11378",2012,DYCD,8000.0
1019,St. Stanislaus Athletic Association,"57-15 61st Street Maspeth, NY 11378",2013,DYCD,8000.0
1020,St. Bernard Roman Catholic Church,"2055 East 69th Street Brooklyn, NY 11234",2011,DYCD,1500.0
1021,St. Bernard Roman Catholic Church,"2055 E 69th St Brooklyn, NY 11234",2012,DYCD,1500.0
1022,St. Bernard Roman Catholic Church,,2013,DYCD,2500.0
1023,St. Margaret Mary Roman Catholic Church,"9-18 27th Avenue Astoria, NY 11102",2011,DYCD,5000.0
1024,St. Margaret Mary Roman Catholic Church,"9-18 27th Avenue Astoria, NY 11102",2011,DFTA,8000.0
1025,St. Margaret Mary Roman Catholic Church,"9-18 27th Avenue Astoria, NY 11102",2011,DYCD,18000.0
1026,St. Margaret Mary Roman Catholic Church,"9-18 27th Avenue Astoria, NY 11102",2011,DYCD,5000.0
1027,St. Margaret Mary Roman Catholic Church,"9-18 27th Avenue Astoria, NY 11102",2011,DFTA,2500.0
1028,St. Margaret Mary Roman Catholic Church,"9-18 27 Avenue Astoria, NY 11102",2012,DFTA,8000.0
1029,St. Margaret Mary Roman Catholic Church,"9-18 27 Avenue Astoria, NY 11102",2012,DYCD,18000.0
1030,St. Margaret Mary Roman Catholic Church,"9-18 27th Avenue Astoria, NY 11102",2012,DYCD,5000.0
1031,Young Israel of Bedford Bay ,"2114 Brown Street Brooklyn, NY 11229",2011,DFTA,7500.0
1032,Young Israel of Bedford Bay ,"2114 Brown Street Brooklyn, NY 11229",2012,DFTA,7500.0
1033,Young Israel of Bedford Bay ,"2114 Brown Street Brooklyn, NY 11229",2013,DFTA,7500.0
1034,Congregation Bnai Yosef,"1616 Ocean Parkway Brooklyn, NY 11223",2011,DFTA,10000.0
1035,Yeshiva Ateres Yisroel,"8101 Avenue K Brooklyn, NY 11236",2012,DYCD,3500.0
1036,Amity Baptist Church,"134-18 108th Avenue Jamaica, NY 11433-2425",2013,DYCD,3500.0
1037,Amity Baptist Church,"134-18 108th Avenue Jamaica, NY 11433-2425",2013,DYCD,5000.0
1038,Torah Academy for Girls,"444 Beach 6th Street Far Rockaway, NY 11691",2011,DYCD,3500.0
1039,Young Israel of Hillcrest,"16907 Jewel Avenue Flushing, NY 11365",2011,DYCD,8500.0
1040,Young Israel of Hillcrest,"169-07 Jewel Avenue Fresh Meadows, NY 11365 ",2012,DYCD,10000.0
1041,Young Israel of Hillcrest,"169-07 Jewel Avenue Fresh Meadows, NY 11365",2013,DYCD,10000.0
1042,Council of School Supervisors and Administrators,,2012,DOE,300000.0
1043,Council of School Supervisors and Administrators,"16 Court Street, 4th Floor Brooklyn, NY 11241",2011,DOE,300000.0
1044,Council of School Supervisors & Administrators,"40 Rector St, 12th Floor New York, NY 10006",2013,DOE,300000.0
1045,YMCA After-School Program,,2013,DYCD,350000.0
1046,YAI/National Institute for People with Disabilities Network,"460 West 34th Street New York, NY 10001",2010,DOHMH,95200.0
1047,"Young Adult Institute, Inc. ","460 West 34th Street New York, NY 10001",2011,DOHMH,400000.0
1048,"Young Adult Institute, Inc. ","460 West 34th Street New York, NY 10001",2011,DOHMH,71400.0
1049,"Young Adult Institute and Workshop, Inc. (YAI)",,2012,DOHMH,200000.0
1050,"Young Adult Institute and Workship, Inc. (YAI)","460 West 34th Street New York, NY 10001",2013,DOHMH,200000.0
1051,First Baptist Church of Crown Heights,"450 Eastern Pkwy Brooklyn, NY 11225",2011,DOHMH,6400.0
1052,First Baptist Church of Crown Heights,"450 Eastern Parkway Brooklyn, NY 11225",2012,DYCD,7000.0
1053,First Baptist Church of Crown Heights,"450 Eastern Pkwy Brooklyn, NY 11225",2012,DOHMH,6400.0
1054,"Pratt Towers, Inc.","333 Lafayette Avenue Brooklyn, NY 11238",2013,HPD,3500.0
1055,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2011,CUNY,3500.0
1056,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2011,CUNY,5000.0
1057,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2011,CUNY,5000.0
1058,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2011,CUNY,5000.0
1059,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2011,CUNY,5000.0
1060,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2011,CUNY,7500.0
1061,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2011,CUNY,5000.0
1062,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2011,CUNY,10000.0
1063,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2012,CUNY,5000.0
1064,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2012,CUNY,3500.0
1065,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2012,CUNY,5000.0
1066,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2012,CUNY,7500.0
1067,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2012,CUNY,2500.0
1068,"Queensborough Community College Auxiliary Enterprise Association, Inc.","222-05 56th Avenue Bayside, NY 11364",2012,CUNY,10000.0
